Region,Country,Location,StationID,Date,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
Africa,Egypt,Aswan,624140,27-02-2020,18.9,27,11,-,29,0,10,15,50,-,,,,
Africa,Egypt,Aswan,624140,28-02-2020,21.6,28,15,-,23,0,10,13.5,18.3,-,,,,
Africa,Egypt,Aswan,624140,29-02-2020,21.3,28,15,-,22,0,10,16.5,25.9,-,,,,
Africa,Egypt,Asyut,623930,01-01-2020,10.8,16,5.2,1019.6,67,0,10,17,22.2,-,,,,
Africa,Egypt,Asyut,623930,02-01-2020,11,18,5.6,1019.7,55,0,10,14.8,20.6,-,,,,
Africa,Egypt,Asyut,623930,03-01-2020,10.4,17,5.2,1023.1,61,0,10,15.9,20.6,-,,,,
Africa,Egypt,Asyut,623930,04-01-2020,10.1,16,5.2,1023.6,59,0,10,17.4,22.2,-,,,,
Africa,Egypt,Asyut,623930,05-01-2020,10.1,16.2,5.2,1022.6,57,0,10,13.3,25.9,-,,,,
Africa,Egypt,Asyut,623930,06-01-2020,11.4,18.8,4.2,1020.3,54,0,10,20.4,25.9,-,,,,
Africa,Egypt,Asyut,623930,07-01-2020,11.2,18.8,5.6,1020.5,55,0,10,24.4,37,-,,,,
Africa,Egypt,Asyut,623930,08-01-2020,9.9,16.2,3.4,1022.8,60,0,10,19.3,27.8,-,,,,
Africa,Egypt,Asyut,623930,09-01-2020,10.7,16,5,1021,55,0,10,21.3,25.9,-,,,,
Africa,Egypt,Asyut,623930,10-01-2020,11,16,4,1021.7,63,0,10,20.7,25.9,-,,,,
Africa,Egypt,Asyut,623930,11-01-2020,10.7,19.4,5,1025.5,73,0,10,13,18.3,-,,,,
Africa,Egypt,Asyut,623930,12-01-2020,11.8,19.4,4.8,1026.3,62,0,10,11.9,18.3,-,,,,
Africa,Egypt,Asyut,623930,13-01-2020,12.3,19.4,4.6,1024.4,64,0,10,16.1,20.6,-,,,,
Africa,Egypt,Asyut,623930,14-01-2020,14.4,22.8,6,1022.3,58,0,10,12.8,18.3,-,,,,
Africa,Egypt,Asyut,623930,15-01-2020,16.4,24.8,6.4,1018.3,55,0,10,17.2,27.8,-,,,,
Africa,Egypt,Asyut,623930,16-01-2020,14.1,20,10,1017.7,55,0,10,18.5,33.5,-,,,,
Africa,Egypt,Asyut,623930,17-01-2020,12.8,18,8,1019.4,70,0,10,17.2,25.9,-,,,,
Africa,Egypt,Asyut,623930,18-01-2020,12.4,17.2,7,1022.4,66,0,10,19.4,27.8,-,,,,
Africa,Egypt,Asyut,623930,19-01-2020,12.6,17.6,7.4,1024.7,56,0,10,18.7,25.9,-,,,,
Africa,Egypt,Asyut,623930,20-01-2020,12.4,19,5,1027.4,57,0,10,22,33.5,-,,,,
Africa,Egypt,Asyut,623930,21-01-2020,11.6,17,7.6,1026.5,62,0,10,21.9,29.4,-,,,,
Africa,Egypt,Asyut,623930,22-01-2020,10.3,18,3.6,1025.7,65,0,10,13.7,20.6,-,,,,
Africa,Egypt,Asyut,623930,23-01-2020,10.2,16.8,4.4,1026.2,65,0,10,11.1,20.6,-,,,,
Africa,Egypt,Asyut,623930,24-01-2020,10.2,16,4.2,1026.1,68,0,10,15.9,29.4,-,,,,
Africa,Egypt,Asyut,623930,25-01-2020,10.8,17.4,5,1028.4,53,0,10,18.3,22.2,-,,,,
Africa,Egypt,Asyut,623930,26-01-2020,11.2,19.4,4,1028.3,59,0,10,13.1,18.3,-,,,,
Africa,Egypt,Asyut,623930,27-01-2020,12.4,22,5,1024.6,56,0,10,8.7,18.3,-,,,,
Africa,Egypt,Asyut,623930,28-01-2020,12.7,21,5,1021.2,49,0,10,10.4,25.9,-,,,,
Africa,Egypt,Asyut,623930,29-01-2020,12.9,19.8,6,1024.5,54,0,10,15.2,22.2,-,,,,
Africa,Egypt,Asyut,623930,30-01-2020,12.8,19.6,6.2,1023.9,58,0,10,15.6,27.8,-,,,,
Africa,Egypt,Asyut,623930,31-01-2020,12.9,19,6,1022.3,56,0,10,15.4,27.8,-,,,,
Africa,Egypt,Asyut,623930,01-02-2020,12.9,19.8,6.4,1023.5,62,0,10,14.4,22.2,-,,,,
Africa,Egypt,Asyut,623930,02-02-2020,12.7,19.8,6,1023.6,62,0,10,14.6,22.2,-,,,,
Africa,Egypt,Asyut,623930,03-02-2020,12.6,19.4,6.4,1023,59,0,10,17.2,29.4,-,,,,
Africa,Egypt,Asyut,623930,04-02-2020,13.1,21,6,1021.2,60,0,10,19.8,37,-,,,,
Africa,Egypt,Asyut,623930,05-02-2020,15.1,23,6,1018.6,52,0,10,11.7,18.3,-,,,,
Africa,Egypt,Asyut,623930,06-02-2020,17.1,26,8,1018.5,39,0,10,22.2,37,-,,,,
Africa,Egypt,Asyut,623930,07-02-2020,13.7,19,9,1022.2,42,0,10,20,27.8,-,,,,
Africa,Egypt,Asyut,623930,08-02-2020,11.4,17.6,5.8,1026.9,52,0,10,19.6,27.8,-,,,,
Africa,Egypt,Asyut,623930,09-02-2020,11.3,18.8,4.8,1028.1,60,0,10,17.2,24.1,-,,,,
Africa,Egypt,Asyut,623930,10-02-2020,11,18.2,5,1028.5,59,0,10,20,31.7,-,,,,
Africa,Egypt,Asyut,623930,11-02-2020,11.2,18.8,5,1026.8,62,0,10,14.8,22.2,-,,,,
Africa,Egypt,Asyut,623930,12-02-2020,14.4,22.8,6.4,1025.6,48,0,10,7,14.8,-,,,,
Africa,Egypt,Asyut,623930,13-02-2020,14.6,23.8,7,1023.9,53,0,10,12.2,18.3,-,,,,
Africa,Egypt,Asyut,623930,14-02-2020,16.9,25.4,8,1020.1,49,0,10,10,18.3,-,,,,
Africa,Egypt,Asyut,623930,15-02-2020,17.2,25.2,8.2,1016.8,55,0,10,13.7,25.9,-,,,,
Africa,Egypt,Asyut,623930,16-02-2020,15.5,22.4,8.6,1018.1,56,0,10,21.9,37,-,,,,
Africa,Egypt,Asyut,623930,17-02-2020,14.6,21.6,8.8,1018.1,65,0,9.3,17.6,29.4,-,,,,
Africa,Egypt,Asyut,623930,18-02-2020,14.8,21,8.4,1018.1,62,0,10,19.8,29.4,-,,,,
Africa,Egypt,Asyut,623930,19-02-2020,14.8,19.4,9.5,1020.5,54,0,10,22.4,37,-,,,,
Africa,Egypt,Asyut,623930,20-02-2020,14.5,22.8,8.8,1022.6,52,0,10,8,18.3,-,,,,
Africa,Egypt,Asyut,623930,21-02-2020,14.4,20.4,8,1020.3,57,0,10,14.4,29.4,-,,,,
Africa,Egypt,Asyut,623930,22-02-2020,13.3,20.8,7,1020.7,59,0,10,14.1,18.3,-,,,,
Africa,Egypt,Asyut,623930,23-02-2020,14,21,7,1019.6,48,0,10,12.6,24.1,-,,,,
Africa,Egypt,Asyut,623930,24-02-2020,11.6,16.6,8,1017.7,60,0,10,16.1,25.9,-,,,,
Africa,Egypt,Asyut,623930,25-02-2020,12.9,19,6,1021.6,65,0,10,18.7,25.9,-,,,,
Africa,Egypt,Asyut,623930,26-02-2020,15.2,22.6,8,1023.2,56,0,10,8.7,14.8,-,,,,
Africa,Egypt,Asyut,623930,27-02-2020,17.4,25.8,8,1020.3,47,0,10,14.4,18.3,-,,,,
Africa,Egypt,Asyut,623930,28-02-2020,19.6,27.6,10.8,1018.1,35,0,10,13.1,24.1,-,,,,
Africa,Egypt,Asyut,623930,29-02-2020,15.9,22.2,11,1019.8,56,0,10,20.4,27.8,-,,,,
Africa,Egypt,Cairo,623660,01-01-2020,13.9,17,9.8,-,64,0,5,7.2,13,-,,,,
Africa,Egypt,Cairo,623660,02-01-2020,13.1,16.4,9,-,51,0,7.2,17.4,31.7,-,,,,
Africa,Egypt,Cairo,623660,03-01-2020,11.6,15,8,-,51,0,6.6,31.1,44.6,-,,,,
Africa,Egypt,Cairo,623660,04-01-2020,,,,,,,,,,,o,,,
Africa,Egypt,Cairo,623660,05-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,06-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,07-01-2020,12.2,15,10,-,54,0,8,30,46.5,-,,,,
Africa,Egypt,Cairo,623660,08-01-2020,12.3,16.5,8,-,52,0,6.9,29.3,42.4,-,,,,
Africa,Egypt,Cairo,623660,09-01-2020,11.8,15.2,9,-,63,1.02,7.2,23,31.7,-,o,,,
Africa,Egypt,Cairo,623660,10-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,11-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,12-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,13-01-2020,14,18,9.5,-,59,0,5.8,7.2,18.3,-,,,,
Africa,Egypt,Cairo,623660,14-01-2020,14.8,18.1,11,-,64,0,8.2,19.3,29.4,-,,,,
Africa,Egypt,Cairo,623660,15-01-2020,16.8,21.6,11.8,-,62,0,9.8,26.9,35.2,-,,,,o
Africa,Egypt,Cairo,623660,16-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,17-01-2020,,,,,,,,,,,o,,,
Africa,Egypt,Cairo,623660,18-01-2020,,,,,,,,,,,o,,,
Africa,Egypt,Cairo,623660,19-01-2020,13.1,16,10,-,64,0,7.1,16.3,24.1,-,,,,
Africa,Egypt,Cairo,623660,20-01-2020,14.3,17.4,12,-,59,0,10,17.6,31.7,-,,,,
Africa,Egypt,Cairo,623660,21-01-2020,13.1,16.2,10,-,51,0,9.7,19.1,33.5,-,,,,
Africa,Egypt,Cairo,623660,22-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,23-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,24-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,25-01-2020,11.6,17.1,6,-,49,0,8.9,9.6,20.6,-,,,,
Africa,Egypt,Cairo,623660,26-01-2020,11.8,17,6,-,51,0,8.9,17.8,29.4,-,,,,
Africa,Egypt,Cairo,623660,27-01-2020,12.8,19,7,-,55,0,8.5,18.1,35.2,-,,,,
Africa,Egypt,Cairo,623660,28-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,29-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,30-01-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,31-01-2020,14.7,19,10,-,51,0,7.7,13.5,22.2,-,,,,
Africa,Egypt,Cairo,623660,01-02-2020,14.4,19,9,-,55,0,9,8.9,16.5,-,,,,
Africa,Egypt,Cairo,623660,02-02-2020,14.6,19,9,-,58,0,7.1,7.4,18.3,-,,,,
Africa,Egypt,Cairo,623660,03-02-2020,14.2,18,9.8,-,64,0,9.8,11.7,22.2,-,,,,
Africa,Egypt,Cairo,623660,04-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,05-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,06-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,07-02-2020,15.8,19.4,13,-,40,0.25,7.9,22.6,37,-,o,,,
Africa,Egypt,Cairo,623660,08-02-2020,13.2,16.4,11,-,57,0,10,18,25.9,-,,,,
Africa,Egypt,Cairo,623660,09-02-2020,12.1,15,10,-,54,0,10,18,31.7,-,,,,
Africa,Egypt,Cairo,623660,10-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,11-02-2020,,,,,,,,,,,o,,,
Africa,Egypt,Cairo,623660,12-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,13-02-2020,18.1,24.4,13,-,45,0,7.2,13.3,20.6,-,,,,
Africa,Egypt,Cairo,623660,14-02-2020,15.4,20.4,10.9,-,73,0,5,15.7,27.8,-,,,,
Africa,Egypt,Cairo,623660,15-02-2020,15.5,21,11.7,-,79,0,3.9,9.3,16.5,-,,,,o
Africa,Egypt,Cairo,623660,16-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,17-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,18-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,19-02-2020,13.9,20,10.7,-,71,0.25,6.8,13.3,38.9,-,o,,,
Africa,Egypt,Cairo,623660,20-02-2020,14.3,19,10,-,63,0.76,6.1,13.1,25.9,-,,,,o
Africa,Egypt,Cairo,623660,21-02-2020,15.4,20.2,12,-,49,0,6.8,23.3,38.9,-,,,,
Africa,Egypt,Cairo,623660,22-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,23-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,24-02-2020,,,,,,,,,,,o,,,
Africa,Egypt,Cairo,623660,25-02-2020,15.1,20,11,-,75,0.51,7.9,10.2,22.2,-,,,,
Africa,Egypt,Cairo,623660,26-02-2020,17.3,22.5,12.4,-,59,0,6.4,9.4,16.5,-,,,,
Africa,Egypt,Cairo,623660,27-02-2020,19.9,25,13,-,45,0,7.4,7,14.8,-,,,,
Africa,Egypt,Cairo,623660,28-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Cairo,623660,29-02-2020,,,,,,,,,,,,,,
Africa,Egypt,Hurghada,624630,01-01-2020,16.6,22.2,12,1015.9,46,0,10,18.1,29.4,-,,,,
Africa,Egypt,Hurghada,624630,02-01-2020,16.8,22,13,1016.3,42,0,10,13.9,22.2,-,,,,
Africa,Egypt,Hurghada,624630,03-01-2020,15.3,21,11,1020,33,0,10,20,27.8,-,,,,
Africa,Egypt,Hurghada,624630,04-01-2020,14.6,20,9.2,1019.8,37,0,10,16.1,22.2,-,,,,
Africa,Egypt,Hurghada,624630,05-01-2020,13.8,20.2,5.9,1019.2,38,0,10,13.5,20.6,-,,,,
Africa,Egypt,Hurghada,624630,06-01-2020,13.6,21,6.5,1018.7,38,0,10,4.4,13,-,,,,
Africa,Egypt,Hurghada,624630,07-01-2020,15.1,23,7,1017.7,33,0,10,9.6,33.5,-,,,,
Africa,Egypt,Hurghada,624630,08-01-2020,14.4,20.1,9.6,1019.3,32,0,10,20.2,29.4,-,,,,
Africa,Egypt,Hurghada,624630,09-01-2020,14,19.5,9,1017.3,33,0,10,19.6,31.7,-,,,,
Africa,Egypt,Hurghada,624630,10-01-2020,14.3,19,9.6,1017.9,45,0,9.8,18.7,38.9,-,,,,
Africa,Egypt,Hurghada,624630,11-01-2020,14.7,20.8,11,1023.7,53,0,10,14.4,24.1,-,,,,
Africa,Egypt,Hurghada,624630,12-01-2020,15.7,21.6,10.8,1023.9,50,0,10,10.4,18.3,-,,,,
Africa,Egypt,Hurghada,624630,13-01-2020,17,22.4,11.9,1021.8,49,0,10,16.3,25.9,-,,,,
Africa,Egypt,Hurghada,624630,14-01-2020,17.4,23.5,12,1021.2,53,0,10,9.1,16.5,-,,,,
Africa,Egypt,Hurghada,624630,15-01-2020,18.2,24.8,14,1017.3,57,0,10,6.1,14.8,-,,,,
Africa,Egypt,Hurghada,624630,16-01-2020,19.5,26.1,13,1013.1,57,0,10,5.6,24.1,-,,,,
Africa,Egypt,Hurghada,624630,17-01-2020,17.8,22.8,13.6,1015.5,40,0,10,25,37,-,,,,
Africa,Egypt,Hurghada,624630,18-01-2020,17.4,22.6,12.6,1018.3,43,0,10,20.2,27.8,-,,,,
Africa,Egypt,Hurghada,624630,19-01-2020,16.8,21,11.8,1021,35,0,10,22.8,37,-,,,,
Africa,Egypt,Hurghada,624630,20-01-2020,16.3,22.2,10.5,1023.9,41,0,10,21.3,29.4,-,,,,
Africa,Egypt,Hurghada,624630,21-01-2020,14.8,19.4,11,1022.2,44,0,8.7,28.5,40.7,-,,,,
Africa,Egypt,Hurghada,624630,22-01-2020,14,21,9.4,1022.4,44,0,10,21.5,31.7,-,,,,
Africa,Egypt,Hurghada,624630,23-01-2020,15.1,20,10,1023.2,45,0,10,15,22.2,-,,,,
Africa,Egypt,Hurghada,624630,24-01-2020,15.9,22,10,1021.9,41,0,10,21.9,33.5,-,,,,
Africa,Egypt,Hurghada,624630,25-01-2020,14.3,19.5,10,1026.8,41,0,10,14.4,24.1,-,,,,
Africa,Egypt,Hurghada,624630,26-01-2020,15.2,20.8,11,1026.6,45,0,10,12.2,22.2,-,,,,
Africa,Egypt,Hurghada,624630,27-01-2020,15.4,22,9.4,1022.6,43,0,10,7.2,20.6,-,,,,
Africa,Egypt,Hurghada,624630,28-01-2020,16.3,23.2,10,1018,41,0,10,13.7,31.7,-,,,,
Africa,Egypt,Hurghada,624630,29-01-2020,17.1,22.3,12.3,1021.1,46,0,10,19.1,27.8,-,,,,
Africa,Egypt,Hurghada,624630,30-01-2020,17.4,23,12.6,1020.6,43,0,10,13.5,20.6,-,,,,
Africa,Egypt,Hurghada,624630,31-01-2020,17.6,23,13,1018.2,40,0,10,23.3,31.7,-,,,,
Africa,Egypt,Hurghada,624630,01-02-2020,15.9,21.5,11.5,1020.6,37,0,10,19.1,29.4,-,,,,
Africa,Egypt,Hurghada,624630,02-02-2020,16.7,22.4,12,1021,48,0,10,15.2,20.6,-,,,,
Africa,Egypt,Hurghada,624630,03-02-2020,17.3,24,11.8,1018.9,43,0,10,17.8,24.1,-,,,,
Africa,Egypt,Hurghada,624630,04-02-2020,17.7,23.3,13,1017.2,47,0,10,22.2,35.2,-,,,,
Africa,Egypt,Hurghada,624630,05-02-2020,18.2,24,13,1016.2,49,0,10,8,16.5,-,,,,
Africa,Egypt,Hurghada,624630,06-02-2020,18.9,26,12,1017,44,0,10,5.7,14.8,-,,,,
Africa,Egypt,Hurghada,624630,07-02-2020,18.7,27.2,13,1017.6,34,0,10,12.6,35.2,-,,,,
Africa,Egypt,Hurghada,624630,08-02-2020,16.6,21.5,12,1023.2,34,0,10,25.9,37,-,,,,
Africa,Egypt,Hurghada,624630,09-02-2020,14.6,19.8,10,1024.8,47,0,10,24.3,35.2,-,,,,
Africa,Egypt,Hurghada,624630,10-02-2020,13.7,18,9.2,1024.9,41,0,10,26.9,40.7,-,,,,
Africa,Egypt,Hurghada,624630,11-02-2020,14.7,20,9.7,1023.6,44,0,10,17.8,25.9,-,,,,
Africa,Egypt,Hurghada,624630,12-02-2020,16,23,9,1023.2,44,0,10,8,20.6,-,,,,
Africa,Egypt,Hurghada,624630,13-02-2020,18.1,25.3,11.9,1021.6,42,0,10,9.4,14.8,-,,,,
Africa,Egypt,Hurghada,624630,14-02-2020,20.1,27,11.9,1018,37,0,10,7.2,18.3,-,,,,
Africa,Egypt,Hurghada,624630,15-02-2020,20.4,28,14,1013.5,43,0,10,8.9,16.5,-,,,,
Africa,Egypt,Hurghada,624630,16-02-2020,20.2,26.2,14.3,1013.1,43,0,9.8,21.5,31.7,-,,,,
Africa,Egypt,Hurghada,624630,17-02-2020,18.7,23.6,13,1014.8,49,0,10,15.9,24.1,-,,,,
Africa,Egypt,Hurghada,624630,18-02-2020,18.8,24.2,12.8,1014.2,47,0,10,13.5,18.3,-,,,,
Africa,Egypt,Hurghada,624630,19-02-2020,17.7,21.9,13,1016.2,48,0,10,18.5,31.7,-,,,,
Africa,Egypt,Hurghada,624630,20-02-2020,16.8,22.5,12,1019.6,50,0,10,11.3,20.6,-,,,,
Africa,Egypt,Hurghada,624630,21-02-2020,18.8,25,12,1016.4,35,0,10,6.5,16.5,-,,,,
Africa,Egypt,Hurghada,624630,22-02-2020,17.5,22.8,12,1017.5,37,0,10,14.8,24.1,-,,,,
Africa,Egypt,Hurghada,624630,23-02-2020,17.8,23,12,1016.4,39,0,10,12.2,24.1,-,,,,
Africa,Egypt,Hurghada,624630,24-02-2020,17.7,23,13,1013.9,33,0,10,15.2,31.7,-,,,,
Africa,Egypt,Hurghada,624630,25-02-2020,16.5,21.8,11,1017.6,46,0,10,22,35.2,-,,,,
Africa,Egypt,Hurghada,624630,26-02-2020,17.3,24.2,10.6,1021,42,0,10,8.3,14.8,-,,,,
Africa,Egypt,Hurghada,624630,27-02-2020,19.7,27.2,12,1018.2,37,0,10,6.1,14.8,-,,,,
Africa,Egypt,Hurghada,624630,28-02-2020,22.2,29.4,13,1014.5,24,0,10,13,20.6,-,,,,
Africa,Egypt,Hurghada,624630,29-02-2020,20.4,25.4,15.3,1014.3,37,0,10,22.8,35.2,-,,,,
Africa,Egypt,Ismailia,624400,01-01-2020,15.4,19.4,9.4,-,51,0,8,13.5,29.4,-,,,,
Africa,Egypt,Ismailia,624400,02-01-2020,15.8,19,7.7,-,58,0,8,14.8,25.9,-,,,,
Africa,Egypt,Ismailia,624400,03-01-2020,15.6,19.2,8.8,-,51,0,6.3,28.5,37,-,,,,
Africa,Egypt,Ismailia,624400,04-01-2020,14.6,16.4,9,1018,45,0,7.4,29.1,37,-,,,,
Africa,Egypt,Ismailia,624400,05-01-2020,15.1,18,7.2,-,54,0,10,23.2,31.7,-,,,,
Africa,Egypt,Ismailia,624400,06-01-2020,15.7,18.4,10.8,-,61,0,10,29.4,37,-,,,,
Africa,Egypt,Ismailia,624400,07-01-2020,14.7,16,11.2,1015.8,48,0,7.2,29.4,37,-,,,,
Africa,Egypt,Ismailia,624400,08-01-2020,14.3,17,10,1016.6,46,0,7.4,28.2,37,-,,,,
Africa,Egypt,Ismailia,624400,09-01-2020,15.4,16,13.6,-,48,0,10,24.1,25.9,-,,,,
Africa,Egypt,Ismailia,624400,10-01-2020,13.2,16,8.2,-,64,0,10,19.1,37,-,,,,
Africa,Egypt,Ismailia,624400,11-01-2020,13.8,18,8,-,60,0,6.1,11.5,24.1,-,,,,
Africa,Egypt,Ismailia,624400,12-01-2020,14.9,19,8.2,1024.9,48,0,5.6,11.7,20.6,-,,,,
Africa,Egypt,Ismailia,624400,13-01-2020,15.6,20,8.4,1024.3,49,0,6.1,9.6,18.3,-,,,,
Africa,Egypt,Ismailia,624400,14-01-2020,16.7,20.2,10,-,52,0,8.9,11.9,18.3,-,,,,
Africa,Egypt,Ismailia,624400,15-01-2020,19.1,23,10.4,1019.1,48,0,10,11.9,22.2,-,,,,
Africa,Egypt,Ismailia,624400,16-01-2020,18.1,20,13.3,1012.8,47,0,7.4,26.5,37,-,,,,
Africa,Egypt,Ismailia,624400,17-01-2020,15.8,18,11.2,-,60,0,6,24.8,37,-,,,,
Africa,Egypt,Ismailia,624400,18-01-2020,15.2,18,11.2,1018.1,60,0,8.7,21.3,27.8,-,,,,
Africa,Egypt,Ismailia,624400,19-01-2020,15.1,17,10.8,1020.1,53,1.02,8.4,23.9,29.4,-,,,,
Africa,Egypt,Ismailia,624400,20-01-2020,15.5,18,11.6,-,51,0,10,20.9,29.4,-,,,,
Africa,Egypt,Ismailia,624400,21-01-2020,14.3,17,9.4,-,54,0,10,21.9,25.9,-,,,,
Africa,Egypt,Ismailia,624400,22-01-2020,12.9,16.4,6.6,1023.6,55,1.02,10,19.1,35.2,-,,,,
Africa,Egypt,Ismailia,624400,23-01-2020,13.6,17,8,-,57,0,7.9,16.1,22.2,-,,,,
Africa,Egypt,Ismailia,624400,24-01-2020,14.1,17,8.2,1022.8,56,0,9.3,27.6,33.5,-,,,,
Africa,Egypt,Ismailia,624400,25-01-2020,14.7,18,9,-,51,0,9,12,18.3,-,,,,
Africa,Egypt,Ismailia,624400,26-01-2020,14.8,19,7,-,53,0,8.9,10.2,18.3,-,,,,
Africa,Egypt,Ismailia,624400,27-01-2020,16.6,19.2,8.2,1023.7,47,0,10,17.6,25.9,-,,,,
Africa,Egypt,Ismailia,624400,28-01-2020,15.1,18.2,9,-,55,0,8,11.5,22.2,-,,,,
Africa,Egypt,Ismailia,624400,29-01-2020,15.7,20,7,-,61,0,7.6,13.1,22.2,-,,,,
Africa,Egypt,Ismailia,624400,30-01-2020,16.4,19.2,8.8,1021.7,58,0,8.7,10.6,22.2,-,,,,
Africa,Egypt,Ismailia,624400,31-01-2020,16.5,20,9,-,54,0,10,18.9,22.2,-,,,,
Africa,Egypt,Ismailia,624400,01-02-2020,15,19,5.6,-,55,0,10,11.1,18.3,-,,,,
Africa,Egypt,Ismailia,624400,02-02-2020,16.3,20,7.4,1023.1,51,0,10,10,14.8,-,,,,
Africa,Egypt,Ismailia,624400,03-02-2020,15.2,19,6.8,1022.4,61,0,7.4,9.8,20.6,-,,,,
Africa,Egypt,Ismailia,624400,04-02-2020,15.8,21.4,8,1019.9,53,0,7.4,14.1,22.2,-,,,,
Africa,Egypt,Ismailia,624400,05-02-2020,18.1,23,8.2,1015.5,38,0,8.9,22.6,29.4,-,,,,
Africa,Egypt,Ismailia,624400,06-02-2020,19.1,25,11,-,39,0,8,26.5,37,-,,,,
Africa,Egypt,Ismailia,624400,07-02-2020,16.5,20,11,-,57,0,5.8,24.8,37,-,,,,
Africa,Egypt,Ismailia,624400,08-02-2020,16.3,19,9.3,-,47,0,8.2,29.3,37,-,,,,
Africa,Egypt,Ismailia,624400,09-02-2020,13.9,16,8.6,-,57,0,6.8,26.3,38.9,-,,,,
Africa,Egypt,Ismailia,624400,10-02-2020,12.9,15.4,7.8,1026.8,50,0,10,20.9,31.7,-,,,,
Africa,Egypt,Ismailia,624400,11-02-2020,13.6,17,7.2,1024.2,57,0,8.4,20.4,27.8,-,,,,
Africa,Egypt,Ismailia,624400,12-02-2020,16.3,20,10,1023.1,49,0,9,15.4,18.3,-,,,,
Africa,Egypt,Ismailia,624400,13-02-2020,18.2,24,9,1022.3,44,0,10,14.8,22.2,-,,,,
Africa,Egypt,Ismailia,624400,14-02-2020,17.4,21,10.4,1020.5,53,0,8.2,17.2,22.2,-,,,,
Africa,Egypt,Ismailia,624400,15-02-2020,17.7,21,12,-,60,0,7.2,18.1,33.5,-,,,,
Africa,Egypt,Ismailia,624400,16-02-2020,16.2,19.2,10.6,1015.5,58,0,7.2,18.3,27.8,-,,,,
Africa,Egypt,Ismailia,624400,17-02-2020,16.3,20,9,1018.1,48,0,9.2,19.6,25.9,-,,,,
Africa,Egypt,Ismailia,624400,18-02-2020,16.4,21,11,-,51,0,9,18.3,25.9,-,,,,
Africa,Egypt,Ismailia,624400,19-02-2020,16.7,20.4,8.6,-,53,-,7.4,20.2,25.9,-,o,,,
Africa,Egypt,Ismailia,624400,20-02-2020,17.5,22,9,1020.5,60,2.03,4.8,11.9,22.2,-,,,,
Africa,Egypt,Ismailia,624400,21-02-2020,17.1,20.2,10,-,50,0,10,24.4,37,-,,,,
Africa,Egypt,Ismailia,624400,22-02-2020,17.3,21,11,-,52,0,10,20.9,31.7,-,,,,
Africa,Egypt,Ismailia,624400,23-02-2020,17.2,20,12.2,1018.2,55,0,9.3,8,14.8,-,,,,
Africa,Egypt,Ismailia,624400,24-02-2020,15.9,19,7,-,55,0,9.3,13.3,22.2,-,,,,
Africa,Egypt,Ismailia,624400,25-02-2020,15.9,19.4,9,1017.7,56,0,7.6,17.6,22.2,-,,,,
Africa,Egypt,Ismailia,624400,26-02-2020,17.2,21,9,1021.3,57,0,7.9,13.5,18.3,-,,,,
Africa,Egypt,Ismailia,624400,27-02-2020,18.4,23.4,10,-,46,0,10,11.7,16.5,-,,,,
Africa,Egypt,Ismailia,624400,28-02-2020,19.7,24,10.4,-,40,0,10,14.4,22.2,-,,,,
Africa,Egypt,Ismailia,624400,29-02-2020,17.1,20.2,11.4,1016.2,51,0,8.9,25.2,31.7,-,,,,
Africa,Egypt,Kharga,624350,01-01-2020,11.9,20.6,4.4,1018.4,50,0,10,3.1,9.4,-,,,,
Africa,Egypt,Kharga,624350,02-01-2020,12.7,21,4.8,1017.8,43,0,10,4.4,14.8,-,,,,
Africa,Egypt,Kharga,624350,03-01-2020,11.4,20,4,1022.3,58,0,10,3.1,11.1,-,,,,
Africa,Egypt,Kharga,624350,04-01-2020,12.5,17.8,7.2,1022.7,51,0,10,5.2,13,-,,,,
Africa,Egypt,Kharga,624350,05-01-2020,10.8,18.4,5.1,1021.8,50,0,10,3,7.6,-,,,,
